Bravyi-Kitaev mapping of ethylene Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIIIIIIIIIIIIIII (-80.08225714874858+0j)
XXZIYIXYZIIIIIIIXYZIYIIIXZZI (-0.013188030554480644+0j)
XYZIYIXXZIIIIIIIXXZIYIIIYIII (-0.013188030554480644+0j)
XXZIYIXYZIIIIIIIXXZIYIIIYIII (0.013188030554480644+0j)
IIIIIIZZIIIIIIIIXYZIYIIIXZZI (-0.021042490547000824+0j)
IIIIIIZZIIIIIIIIXXZIYIIIYIII (0.021042490547000824+0j)
IIIIIZIIIIIIIIIIXYZIYIIIXZZI (-0.022927057410358973+0j)
IIIIIZIIIIIIIIIIXXZIYIIIYIII (0.022927057410358973+0j)
IIIIZZZIZIIIIIIIXYZIYIIIXZZI (-0.00663792486927026+0j)
IIIIZZZIZIIIIIIIXXZIYIIIYIII (0.00663792486927026+0j)
IIIZIIIIIIIIIIIIXYZIYIIIXZZI (-0.007497511646039554+0j)
IIIZIIIIIIIIIIIIXXZIYIIIYIII (0.007497511646039554+0j)
ZIXXIIIIIIIIIIIIXYZIYIIIXZZI (-0.0019946176014204262+0j)
IZYYIIIIIIIIIIIIXYZIYIIIXZZI (-0.0019946176014204262+0j)
ZIXXIIIIIIIIIIIIXXZIYIIIYIII (0.0019946176014204262+0j)
IZYYIIIIIIIIIIIIXXZIYIIIYIII (0.0019946176014204262+0j)
IIZZIIIIIIIIIIIIXYZIYIIIXZZI (-0.008767390686567986+0j)
IIZZIIIIIIIIIIIIXXZIYIIIYIII (0.008767390686567986+0j)
IZIIIIIIIIIIIIIIXYZIYIIIXZZI (-0.011942113020476826+0j)
IZIIIIIIIIIIIIIIXXZIYIIIYIII (0.011942113020476826+0j)
ZZZIIIIIIIIIIIIIXYZIYIIIXZZI (-0.02439048040206794+0j)
ZZZIIIIIIIIIIIIIXXZIYIIIYIII (0.02439048040206794+0j)
IIIIIIIIIIIIIIYIIZZIYIIIXZZI (-0.0013823883405191624+0j)
IIIIIIIIIIIIIIXZIZZIYIIIYIII (0.0013823883405191624+0j)
IIIIIIIIIIIIZXZIXIIIXIIIXZZI (0.029708864511204802+0j)
IIIIIIIIIIIIIXIIYIIIYIIIXZZI (0.029708864511204802+0j)
IIIIIIIIIIIIZXZIYZZIXIIIYIII (0.029708864511204802+0j)
IIIIIIIIIIIIIXIIXZZIYIIIYIII (-0.029708864511204802+0j)
IIIIXIIIXIYIYXZIXIIIXIIIXZZI (0.00026031307089060244+0j)
IIIIXIIIXIXZYYZIXIIIXIIIXZZI (-0.00026031307089060244+0j)
IIIIXIIIXIYIYXZIYZZIXIIIYIII (0.00026031307089060244+0j)
IIIIXIIIXIXZYYZIYZZIXIIIYIII (-0.00026031307089060244+0j)
XIXYZIIIIIIIYXZIXIIIXIIIXZZI (0.0005757009633000468+0j)
XIXXZIIIIIIIYYZIXIIIXIIIXZZI (-0.0005757009633000468+0j)
XIXYZIIIIIIIYXZIYZZIXIIIYIII (0.0005757009633000468+0j)
XIXXZIIIIIIIYYZIYZZIXIIIYIII (-0.0005757009633000468+0j)
YIIIZIIIIIIIYXZIXIIIXIIIXZZI (0.003032302093178805+0j)
XZZIZIIIIIIIYYZIXIIIXIIIXZZI (-0.003032302093178805+0j)
YIIIZIIIIIIIYXZIYZZIXIIIYIII (0.003032302093178805+0j)
XZZIZIIIIIIIYYZIYZZIXIIIYIII (-0.003032302093178805+0j)
IIIIXIIIXIXYYZZIXIIIXIIIXZZI (0.0015890011211556684+0j)
IIIIXIIIXIXXXIIIYIIIYIIIXZZI (-0.0015890011211556684+0j)
IIIIXIIIXIXYYZZIYZZIXIIIYIII (0.0015890011211556684+0j)
IIIIXIIIXIXXXIIIXZZIYIIIYIII (0.0015890011211556684+0j)
IIIIXIIIYIIIYZZIXIIIXIIIXZZI (-0.0016269122413008871+0j)
IIIIXIIIXZZIXIIIYIIIYIIIXZZI (0.0016269122413008871+0j)
IIIIXIIIYIIIYZZIYZZIXIIIYIII (-0.0016269122413008871+0j)
IIIIXIIIXZZIXIIIXZZIYIIIYIII (-0.0016269122413008871+0j)
XIYIZIIIIIIIYZZIXIIIXIIIXZZI (-0.0004566716158607135+0j)
XIXZZIIIIIIIXIIIYIIIYIIIXZZI (0.0004566716158607135+0j)
XIYIZIIIIIIIYZZIYZZIXIIIYIII (-0.0004566716158607135+0j)
XIXZZIIIIIIIXIIIXZZIYIIIYIII (-0.0004566716158607135+0j)
IIIIIIIIIIZXIIIIYIIIYIIIXZZI (-0.006672071134167295+0j)
IIIIIIIIIIIXIIIIYIIIYIIIXZZI (0.006672071134167295+0j)
IIIIIIIIIIZXIIIIXZZIYIIIYIII (0.006672071134167295+0j)
IIIIIIIIIIIXIIIIXZZIYIIIYIII (-0.006672071134167295+0j)
XIXYYIIIXIXXIIIIYIIIYIIIXZZI (0.009454161583406341+0j)
XIXXYIIIXIXYIIIIYIIIYIIIXZZI (-0.009454161583406341+0j)
XIXYYIIIXIXXIIIIXZZIYIIIYIII (-0.009454161583406341+0j)
XIXXYIIIXIXYIIIIXZZIYIIIYIII (0.009454161583406341+0j)
YIIIYIIIXIXXIIIIYIIIYIIIXZZI (0.0016918900802972855+0j)
XZZIYIIIXIXYIIIIYIIIYIIIXZZI (-0.0016918900802972855+0j)
YIIIYIIIXIXXIIIIXZZIYIIIYIII (-0.0016918900802972855+0j)
XZZIYIIIXIXYIIIIXZZIYIIIYIII (0.0016918900802972855+0j)
IIIIIIIIZIXZIIIIYIIIYIIIXZZI (-0.006406037701095104+0j)
IIIIIIIIIZXIIIIIYIIIYIIIXZZI (0.006406037701095104+0j)
IIIIIIIIZIXZIIIIXZZIYIIIYIII (0.006406037701095104+0j)
IIIIIIIIIZXIIIIIXZZIYIIIYIII (-0.006406037701095104+0j)
XIYIYIIIXIXZIIIIYIIIYIIIXZZI (0.014043131387633277+0j)
XIXZYIIIXIYIIIIIYIIIYIIIXZZI (-0.014043131387633277+0j)
XIYIYIIIXIXZIIIIXZZIYIIIYIII (-0.014043131387633277+0j)
XIXZYIIIXIYIIIIIXZZIYIIIYIII (0.014043131387633277+0j)
IIIIIIXYYXZIIIIIYIIIYIIIXZZI (0.002389614436956816+0j)
IIIIIIXXYYZIIIIIYIIIYIIIXZZI (-0.002389614436956816+0j)
IIIIIIXYYXZIIIIIXZZIYIIIYIII (-0.002389614436956816+0j)
IIIIIIXXYYZIIIIIXZZIYIIIYIII (0.002389614436956816+0j)
XYZIYIIIXXZIIIIIYIIIYIIIXZZI (0.009855111940001665+0j)
XXZIYIIIXYZIIIIIYIIIYIIIXZZI (-0.009855111940001665+0j)
XYZIYIIIXXZIIIIIXZZIYIIIYIII (-0.009855111940001665+0j)
XXZIYIIIXYZIIIIIXZZIYIIIYIII (0.009855111940001665+0j)
XIXYYIIIXZZIIIIIYIIIYIIIXZZI (0.008232048622745049+0j)
XIXXYIIIYIIIIIIIYIIIYIIIXZZI (-0.008232048622745049+0j)
XIXYYIIIXZZIIIIIXZZIYIIIYIII (-0.008232048622745049+0j)
XIXXYIIIYIIIIIIIXZZIYIIIYIII (0.008232048622745049+0j)
YIIIYIIIXZZIIIIIYIIIYIIIXZZI (-0.011441425134006443+0j)
XZZIYIIIYIIIIIIIYIIIYIIIXZZI (0.011441425134006443+0j)
YIIIYIIIXZZIIIIIXZZIYIIIYIII (0.011441425134006443+0j)
XZZIYIIIYIIIIIIIXZZIYIIIYIII (-0.011441425134006443+0j)
IIIIZIXXZIIIIIIIYIIIYIIIXZZI (-0.008678999957892279+0j)
IIIIIZYYIIIIIIIIYIIIYIIIXZZI (-0.008678999957892279+0j)
IIIIZIXXZIIIIIIIXZZIYIIIYIII (0.008678999957892279+0j)
IIIIIZYYIIIIIIIIXZZIYIIIYIII (0.008678999957892279+0j)
IIIIIYYZIIIIIIIIYIIIYIIIXZZI (-0.013953364220010601+0j)
IIIIIXXIIIIIIIIIYIIIYIIIXZZI (-0.013953364220010601+0j)
IIIIIYYZIIIIIIIIXZZIYIIIYIII (0.013953364220010601+0j)
IIIIIXXIIIIIIIIIXZZIYIIIYIII (0.013953364220010601+0j)
XYZIYZZIZIIIIIIIYIIIYIIIXZZI (0.0032084968176215594+0j)
XXZIXIIIIIIIIIIIYIIIYIIIXZZI (0.0032084968176215594+0j)
XYZIYZZIZIIIIIIIXZZIYIIIYIII (-0.0032084968176215594+0j)
XXZIXIIIIIIIIIIIXZZIYIIIYIII (-0.0032084968176215594+0j)
IIZXIIIIIIIIIIIIYIIIYIIIXZZI (-0.00499556608509592+0j)
IIIXIIIIIIIIIIIIYIIIYIIIXZZI (0.00499556608509592+0j)
IIZXIIIIIIIIIIIIXZZIYIIIYIII (0.00499556608509592+0j)
IIIXIIIIIIIIIIIIXZZIYIIIYIII (-0.00499556608509592+0j)
ZIXZIIIIIIIIIIIIYIIIYIIIXZZI (0.0064204077153922285+0j)
IZXIIIIIIIIIIIIIYIIIYIIIXZZI (-0.0064204077153922285+0j)
ZIXZIIIIIIIIIIIIXZZIYIIIYIII (-0.0064204077153922285+0j)
IZXIIIIIIIIIIIIIXZZIYIIIYIII (0.0064204077153922285+0j)
IIIIIIIIIIIIIIYZZIIIYIIIXZZI (0.0016471184992228475+0j)
IIIIIIIIIIIIIIXIZIIIYIIIYIII (-0.0016471184992228475+0j)
IIIIXIIIXYZIYXYYIIIIXIIIXZZI (0.0011696760935120444+0j)
IIIIXIIIXXZIYYYYIIIIXIIIXZZI (-0.0011696760935120444+0j)
IIIIXIIIXYZIYXYXIIIIXIIIYIII (-0.0011696760935120444+0j)
IIIIXIIIXXZIYYYXIIIIXIIIYIII (0.0011696760935120444+0j)
IIIIYIIIIIIIYXYYIIIIXIIIXZZI (0.0014837437856483095+0j)
IIIIXZZIZIIIYYYYIIIIXIIIXZZI (-0.0014837437856483095+0j)
IIIIYIIIIIIIYXYXIIIIXIIIYIII (-0.0014837437856483095+0j)
IIIIXZZIZIIIYYYXIIIIXIIIYIII (0.0014837437856483095+0j)
IIIIXIXYZIIIYZYYIIIIXIIIXZZI (0.0011056124418699761+0j)
IIIIXIXXZIIIXIXYZIIIYIIIXZZI (0.0011056124418699761+0j)
IIIIXIXYZIIIYZYXIIIIXIIIYIII (-0.0011056124418699761+0j)
IIIIXIXXZIIIXIXXZIIIYIIIYIII (-0.0011056124418699761+0j)
XYZIZIIIIIIIYZYYIIIIXIIIXZZI (0.0019681045840047634+0j)
XXZIZIIIIIIIXIXYZIIIYIIIXZZI (0.0019681045840047634+0j)
XYZIZIIIIIIIYZYXIIIIXIIIYIII (-0.0019681045840047634+0j)
XXZIZIIIIIIIXIXXZIIIYIIIYIII (-0.0019681045840047634+0j)
IIIIIIIIIYYXIIXYZIIIYIIIXZZI (0.001815707289524512+0j)
IIIIIIIIIXYYIIXYZIIIYIIIXZZI (-0.001815707289524512+0j)
IIIIIIIIIYYXIIXXZIIIYIIIYIII (-0.001815707289524512+0j)
IIIIIIIIIXYYIIXXZIIIYIIIYIII (0.001815707289524512+0j)
IIIIZIIIXIXXIIXYZIIIYIIIXZZI (-0.006020636838653864+0j)
IIIIIZZIYIXYIIXYZIIIYIIIXZZI (-0.006020636838653864+0j)
IIIIZIIIXIXXIIXXZIIIYIIIYIII (0.006020636838653864+0j)
IIIIIZZIYIXYIIXXZIIIYIIIYIII (0.006020636838653864+0j)
IIIIIIXYYIXZIIXYZIIIYIIIXZZI (-0.0014283337863124532+0j)
IIIIIIXXYIYIIIXYZIIIYIIIXZZI (0.0014283337863124532+0j)
IIIIIIXYYIXZIIXXZIIIYIIIYIII (0.0014283337863124532+0j)
IIIIIIXXYIYIIIXXZIIIYIIIYIII (-0.0014283337863124532+0j)
XYZIYIIIXIXZIIXYZIIIYIIIXZZI (0.006670604003068286+0j)
XXZIYIIIXIYIIIXYZIIIYIIIXZZI (-0.006670604003068286+0j)
XYZIYIIIXIXZIIXXZIIIYIIIYIII (-0.006670604003068286+0j)
XXZIYIIIXIYIIIXXZIIIYIIIYIII (0.006670604003068286+0j)
IIIIIIIIZXZIIIXYZIIIYIIIXZZI (0.003101893391765239+0j)
IIIIIIIIIXIIIIXYZIIIYIIIXZZI (-0.003101893391765239+0j)
IIIIIIIIZXZIIIXXZIIIYIIIYIII (-0.003101893391765239+0j)
IIIIIIIIIXIIIIXXZIIIYIIIYIII (0.003101893391765239+0j)
XIYIYIIIXXZIIIXYZIIIYIIIXZZI (0.005741754416066145+0j)
XIXZYIIIXYZIIIXYZIIIYIIIXZZI (-0.005741754416066145+0j)
XIYIYIIIXXZIIIXXZIIIYIIIYIII (-0.005741754416066145+0j)
XIXZYIIIXYZIIIXXZIIIYIIIYIII (0.005741754416066145+0j)
IIIIZIIIXZZIIIXYZIIIYIIIXZZI (-0.0027821834439067457+0j)
IIIIIZZIXIIIIIXYZIIIYIIIXZZI (0.0027821834439067457+0j)
IIIIZIIIXZZIIIXXZIIIYIIIYIII (0.0027821834439067457+0j)
IIIIIZZIXIIIIIXXZIIIYIIIYIII (-0.0027821834439067457+0j)
XIXYYIXXZIIIIIXYZIIIYIIIXZZI (0.007505740864403151+0j)
XIXXYIXYZIIIIIXYZIIIYIIIXZZI (-0.007505740864403151+0j)
XIXYYIXXZIIIIIXXZIIIYIIIYIII (-0.007505740864403151+0j)
XIXXYIXYZIIIIIXXZIIIYIIIYIII (0.007505740864403151+0j)
YIIIYIXXZIIIIIXYZIIIYIIIXZZI (0.0008699551491929872+0j)
XZZIYIXYZIIIIIXYZIIIYIIIXZZI (-0.0008699551491929872+0j)
YIIIYIXXZIIIIIXXZIIIYIIIYIII (-0.0008699551491929872+0j)
XZZIYIXYZIIIIIXXZIIIYIIIYIII (0.0008699551491929872+0j)
XIYIYZZIZIIIIIXYZIIIYIIIXZZI (-0.004135688390573469+0j)
XIXZXIIIIIIIIIXYZIIIYIIIXZZI (-0.004135688390573469+0j)
XIYIYZZIZIIIIIXXZIIIYIIIYIII (0.004135688390573469+0j)
XIXZXIIIIIIIIIXXZIIIYIIIYIII (0.004135688390573469+0j)
IYYXIIIIIIIIIIXYZIIIYIIIXZZI (-0.0018703120229285224+0j)
IXYYIIIIIIIIIIXYZIIIYIIIXZZI (0.0018703120229285224+0j)
IYYXIIIIIIIIIIXXZIIIYIIIYIII (0.0018703120229285224+0j)
IXYYIIIIIIIIIIXXZIIIYIIIYIII (-0.0018703120229285224+0j)
ZXZIIIIIIIIIIIXYZIIIYIIIXZZI (-0.003627832033654417+0j)
IXIIIIIIIIIIIIXYZIIIYIIIXZZI (0.003627832033654417+0j)
ZXZIIIIIIIIIIIXXZIIIYIIIYIII (0.003627832033654417+0j)
IXIIIIIIIIIIIIXXZIIIYIIIYIII (-0.003627832033654417+0j)
IIIIIIIIIIIIIZYIZIIIYIIIXZZI (-0.0003204333345041609+0j)
IIIIIIIIIIIIIZXZZIIIYIIIYIII (0.0003204333345041609+0j)
IIIIXIIIXIXYYXXIIIIIXIIIXZZI (-0.0002389258021598538+0j)
IIIIXIIIXIXXYYXIIIIIXIIIXZZI (0.0002389258021598538+0j)
IIIIXIIIXIXYYXYZIIIIXIIIYIII (-0.0002389258021598538+0j)
IIIIXIIIXIXXYYYZIIIIXIIIYIII (0.0002389258021598538+0j)
IIIIXIIIYIIIYXXIIIIIXIIIXZZI (0.0018149929630057965+0j)
IIIIXIIIXZZIYYXIIIIIXIIIXZZI (-0.0018149929630057965+0j)
IIIIXIIIYIIIYXYZIIIIXIIIYIII (0.0018149929630057965+0j)
IIIIXIIIXZZIYYYZIIIIXIIIYIII (-0.0018149929630057965+0j)
XIYIZIIIIIIIYXXIIIIIXIIIXZZI (0.0016110174058660174+0j)
XIXZZIIIIIIIYYXIIIIIXIIIXZZI (-0.0016110174058660174+0j)
XIYIZIIIIIIIYXYZIIIIXIIIYIII (0.0016110174058660174+0j)
XIXZZIIIIIIIYYYZIIIIXIIIYIII (-0.0016110174058660174+0j)
IIIIIIIIIIIIZZXIIIIIXIIIXZZI (0.000334269278260213+0j)
IIIIIIIIIIIIZZYZIIIIXIIIYIII (0.000334269278260213+0j)
IIIIXIIIXIYIYZXIIIIIXIIIXZZI (0.0009391425449778106+0j)
IIIIXIIIXIXZXIYIZIIIYIIIXZZI (-0.0009391425449778106+0j)
IIIIXIIIXIYIYZYZIIIIXIIIYIII (0.0009391425449778106+0j)
IIIIXIIIXIXZXIXZZIIIYIIIYIII (0.0009391425449778106+0j)
XIXYZIIIIIIIYZXIIIIIXIIIXZZI (0.0007702729816610879+0j)
XIXXZIIIIIIIXIYIZIIIYIIIXZZI (-0.0007702729816610879+0j)
XIXYZIIIIIIIYZYZIIIIXIIIYIII (0.0007702729816610879+0j)
XIXXZIIIIIIIXIXZZIIIYIIIYIII (0.0007702729816610879+0j)
YIIIZIIIIIIIYZXIIIIIXIIIXZZI (-0.002703506880034465+0j)
XZZIZIIIIIIIXIYIZIIIYIIIXZZI (0.002703506880034465+0j)
YIIIZIIIIIIIYZYZIIIIXIIIYIII (-0.002703506880034465+0j)
XZZIZIIIIIIIXIXZZIIIYIIIYIII (-0.002703506880034465+0j)
IIIIIIIIIIIZIIYIZIIIYIIIXZZI (-0.004476574648600045+0j)
IIIIIIIIIIIZIIXZZIIIYIIIYIII (0.004476574648600045+0j)
IIIIIIIIZIXXIIYIZIIIYIIIXZZI (0.00723197843221298+0j)
IIIIIIIIIZYYIIYIZIIIYIIIXZZI (0.00723197843221298+0j)
IIIIIIIIZIXXIIXZZIIIYIIIYIII (-0.00723197843221298+0j)
IIIIIIIIIZYYIIXZZIIIYIIIYIII (-0.00723197843221298+0j)
XIYIYIIIXIXXIIYIZIIIYIIIXZZI (-0.0028745894763666266+0j)
XIXZYIIIXIXYIIYIZIIIYIIIXZZI (0.0028745894763666266+0j)
XIYIYIIIXIXXIIXZZIIIYIIIYIII (0.0028745894763666266+0j)
XIXZYIIIXIXYIIXZZIIIYIIIYIII (-0.0028745894763666266+0j)
IIIIIIIIIIZZIIYIZIIIYIIIXZZI (0.0056520382535797335+0j)
IIIIIIIIIIZZIIXZZIIIYIIIYIII (-0.0056520382535797335+0j)
XIXYYIIIXIXZIIYIZIIIYIIIXZZI (-0.002989951136850751+0j)
XIXXYIIIXIYIIIYIZIIIYIIIXZZI (0.002989951136850751+0j)
XIXYYIIIXIXZIIXZZIIIYIIIYIII (0.002989951136850751+0j)
XIXXYIIIXIYIIIXZZIIIYIIIYIII (-0.002989951136850751+0j)
YIIIYIIIXIXZIIYIZIIIYIIIXZZI (0.007111985638254457+0j)
XZZIYIIIXIYIIIYIZIIIYIIIXZZI (-0.007111985638254457+0j)
YIIIYIIIXIXZIIXZZIIIYIIIYIII (-0.007111985638254457+0j)
XZZIYIIIXIYIIIXZZIIIYIIIYIII (0.007111985638254457+0j)
IIIIIIIIIZIIIIYIZIIIYIIIXZZI (-0.0017525417881177321+0j)
IIIIIIIIIZIIIIXZZIIIYIIIYIII (0.0017525417881177321+0j)
IIIIZIIIXXZIIIYIZIIIYIIIXZZI (-0.0025989089868665763+0j)
IIIIIZZIYYZIIIYIZIIIYIIIXZZI (-0.0025989089868665763+0j)
IIIIZIIIXXZIIIXZZIIIYIIIYIII (0.0025989089868665763+0j)
IIIIIZZIYYZIIIXZZIIIYIIIYIII (0.0025989089868665763+0j)
IIIIIIIIZZZIIIYIZIIIYIIIXZZI (0.002067258950113565+0j)
IIIIIIIIZZZIIIXZZIIIYIIIYIII (-0.002067258950113565+0j)
XIYIYIIIXZZIIIYIZIIIYIIIXZZI (-0.0046926876180791504+0j)
XIXZYIIIYIIIIIYIZIIIYIIIXZZI (0.0046926876180791504+0j)
XIYIYIIIXZZIIIXZZIIIYIIIYIII (0.0046926876180791504+0j)
XIXZYIIIYIIIIIXZZIIIYIIIYIII (-0.0046926876180791504+0j)
IIIIIIIZIIIIIIYIZIIIYIIIXZZI (8.62935737127767e-05+0j)
IIIIIIIZIIIIIIXZZIIIYIIIYIII (-8.62935737127767e-05+0j)
XYZIYIXXZIIIIIYIZIIIYIIIXZZI (0.0012194364569676696+0j)
XXZIYIXYZIIIIIYIZIIIYIIIXZZI (-0.0012194364569676696+0j)
XYZIYIXXZIIIIIXZZIIIYIIIYIII (-0.0012194364569676696+0j)
XXZIYIXYZIIIIIXZZIIIYIIIYIII (0.0012194364569676696+0j)
IIIIIIZZIIIIIIYIZIIIYIIIXZZI (-0.002574384313149696+0j)
IIIIIIZZIIIIIIXZZIIIYIIIYIII (0.002574384313149696+0j)
IIIIIZIIIIIIIIYIZIIIYIIIXZZI (-0.0002654464654872433+0j)
IIIIIZIIIIIIIIXZZIIIYIIIYIII (0.0002654464654872433+0j)
IIIIZZZIZIIIIIYIZIIIYIIIXZZI (-0.0026317036992589303+0j)
IIIIZZZIZIIIIIXZZIIIYIIIYIII (0.0026317036992589303+0j)
IIIZIIIIIIIIIIYIZIIIYIIIXZZI (0.0019746639418302316+0j)
IIIZIIIIIIIIIIXZZIIIYIIIYIII (-0.0019746639418302316+0j)
ZIXXIIIIIIIIIIYIZIIIYIIIXZZI (-0.005855921641294315+0j)
IZYYIIIIIIIIIIYIZIIIYIIIXZZI (-0.005855921641294315+0j)
ZIXXIIIIIIIIIIXZZIIIYIIIYIII (0.005855921641294315+0j)
IZYYIIIIIIIIIIXZZIIIYIIIYIII (0.005855921641294315+0j)
IIZZIIIIIIIIIIYIZIIIYIIIXZZI (0.005038019374873066+0j)
IIZZIIIIIIIIIIXZZIIIYIIIYIII (-0.005038019374873066+0j)
IZIIIIIIIIIIIIYIZIIIYIIIXZZI (-0.0019807135344315696+0j)
IZIIIIIIIIIIIIXZZIIIYIIIYIII (0.0019807135344315696+0j)
ZZZIIIIIIIIIIIYIZIIIYIIIXZZI (-0.0013592514354419673+0j)
ZZZIIIIIIIIIIIXZZIIIYIIIYIII (0.0013592514354419673+0j)
IIIIIIIIIIIIIIIIIIIIIIZIIIII (0.09191261621717435+0j)
IIIIIIIIIIIIIIIIYIIIYIXIZIII (-0.01204658627332278+0j)
IIIIIIIIIIIIIIIIXZZIYIYZZIII (0.01204658627332278+0j)
IIIIIIIIIIIIIIIIIIIIIZIZIIII (0.06202938029759489+0j)
IIIIIIIIIIIIIIXYZIIIYXZZZIII (-0.008269569530928791+0j)
IIIIIIIIIIIIIIXXZIIIYYZZZIII (0.008269569530928791+0j)
IIIIIIIIIIIIIIIIIIIIZZZZZIII (0.09672461501360984+0j)
IIIIIIIIIIIIIIIIIIIZIIIZIIII (0.09831190441700673+0j)
IIIIIIIIIIIIIIIIIIZZIIIZIIII (0.08070364916165312+0j)
IIIIIIIIIIIIIIIIIZIIIIIZIIII (0.08532928052793103+0j)
IIIIIIIIIIIIIIYIYXZIIIIZIIII (-0.004562298699900231+0j)
IIIIIIIIIIIIIIXZYYZIIIIZIIII (0.004562298699900231+0j)
IIIIIIIIIIIIIIIIZZZIIIIZIIII (0.08412499806499221+0j)
IIIIIIIIIIIIIIIZIIIIIIIZIIII (0.0894649740337116+0j)
IIIIIIIIIIIIIIZZIIIIIIIZIIII (0.10598030820318452+0j)
IIIIIIIIIIIIIZIIIIIIIIIZIIII (0.1197905473503228+0j)
IIIIXIIIXIXYYXZIZIIIZIIZIIII (0.00047532114252982845+0j)
IIIIXIIIXIXXYYZIZIIIZIIZIIII (-0.00047532114252982845+0j)
IIIIXIIIYIIIYXZIZIIIZIIZIIII (0.0004439697211288398+0j)
IIIIXIIIXZZIYYZIZIIIZIIZIIII (-0.0004439697211288398+0j)
XIYIZIIIIIIIYXZIZIIIZIIZIIII (0.0007702529379032089+0j)
XIXZZIIIIIIIYYZIZIIIZIIZIIII (-0.0007702529379032089+0j)
IIIIIIIIIIIIZZZIZIIIZIIZIIII (0.11979438182690084+0j)
IIIIXIIIXIYIYZZIZIIIZIIZIIII (0.0006407683587345358+0j)
IIIIXIIIXIXZXIIIIIIIIIIZIIII (0.0006407683587345358+0j)
XIXYZIIIIIIIYZZIZIIIZIIZIIII (0.0006489702617017212+0j)
XIXXZIIIIIIIXIIIIIIIIIIZIIII (0.0006489702617017212+0j)
YIIIZIIIIIIIYZZIZIIIZIIZIIII (-0.00048102973802199693+0j)
XZZIZIIIIIIIXIIIIIIIIIIZIIII (-0.00048102973802199693+0j)
IIIIIIIIIIIZIIIIIIIIIIIZIIII (0.10478767629279365+0j)
IIIIIIIIZIXXIIIIIIIIIIIZIIII (-0.008184704675233507+0j)
IIIIIIIIIZYYIIIIIIIIIIIZIIII (-0.008184704675233507+0j)
XIYIYIIIXIXXIIIIIIIIIIIZIIII (-0.0038008305008144813+0j)
XIXZYIIIXIXYIIIIIIIIIIIZIIII (0.0038008305008144813+0j)
IIIIIIIIIIZZIIIIIIIIIIIZIIII (0.09534760548636129+0j)
XIXYYIIIXIXZIIIIIIIIIIIZIIII (-0.00828556735167733+0j)
XIXXYIIIXIYIIIIIIIIIIIIZIIII (0.00828556735167733+0j)
YIIIYIIIXIXZIIIIIIIIIIIZIIII (-0.0017525417881177321+0j)
XZZIYIIIXIYIIIIIIIIIIIIZIIII (0.0017525417881177321+0j)
IIIIIIIIIZIIIIIIIIIIIIIZIIII (0.10039896656178336+0j)
IIIIZIIIXXZIIIIIIIIIIIIZIIII (0.012801291603684404+0j)
IIIIIZZIYYZIIIIIIIIIIIIZIIII (0.012801291603684404+0j)
IIIIIIIIZZZIIIIIIIIIIIIZIIII (0.1003914175143689+0j)
XIYIYIIIXZZIIIIIIIIIIIIZIIII (-0.006824553271960711+0j)
XIXZYIIIYIIIIIIIIIIIIIIZIIII (0.006824553271960711+0j)
IIIIIIIZIIIIIIIIIIIIIIIZIIII (0.09743920431110678+0j)
XYZIYIXXZIIIIIIIIIIIIIIZIIII (-0.013401280270592827+0j)
XXZIYIXYZIIIIIIIIIIIIIIZIIII (0.013401280270592827+0j)
IIIIIIZZIIIIIIIIIIIIIIIZIIII (0.10007393417234009+0j)
IIIIIZIIIIIIIIIIIIIIIIIZIIII (0.10119880596268456+0j)
IIIIZZZIZIIIIIIIIIIIIIIZIIII (0.09829680304261346+0j)
IIIZIIIIIIIIIIIIIIIIIIIZIIII (0.0934712511221525+0j)
ZIXXIIIIIIIIIIIIIIIIIIIZIIII (0.004288708819198947+0j)
IZYYIIIIIIIIIIIIIIIIIIIZIIII (0.004288708819198947+0j)
IIZZIIIIIIIIIIIIIIIIIIIZIIII (0.09286178413506561+0j)
IZIIIIIIIIIIIIIIIIIIIIIZIIII (0.10318205201682044+0j)
ZZZIIIIIIIIIIIIIIIIIIIIZIIII (0.11054081468762006+0j)
IIIIIIIIIIIIIIIIXIYIYIYYZIII (0.02061054563190572+0j)
IIIIIIIIIIIIIIIIXIXZYIYXZIII (0.02061054563190572+0j)
IIIIIIIIIIIIIIIIXYZIYXIXZIII (0.0010702845385811687+0j)
IIIIIIIIIIIIIIIIXXZIYYIXZIII (-0.0010335428188369405+0j)
IIIIIIIIIIIIIIIIXYZIYYZYZIII (3.6741719744228483e-05+0j)
IIIIIIIIIIIIIIIIXXZIYXIYZIII (-3.6741719744228483e-05+0j)
IIIIIIIIIIIIIIIIXYZIYXZXZIII (-0.0010335428188369405+0j)
IIIIIIIIIIIIIIIIXXZIYYZXZIII (0.0010702845385811687+0j)
IIIIIIIIIIIIIIYIZIIIYXIXZIII (0.0007943505300912531+0j)
IIIIIIIIIIIIIIXZZIIIYYIXZIII (0.01780583248326656+0j)
IIIIIIIIIIIIIIYIZIIIYYZYZIII (0.01860018301335781+0j)
IIIIIIIIIIIIIIXZZIIIYXIYZIII (-0.01860018301335781+0j)
IIIIIIIIIIIIIIYIZIIIYXZXZIII (0.01780583248326656+0j)
IIIIIIIIIIIIIIXZZIIIYYZXZIII (0.0007943505300912531+0j)
