Bravyi-Kitaev mapping of ethylene Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIIIIIIIIIII (-51.161025573776655+0j)
IIIIIIIIIXYYXXZIYIXYZIII (-0.00015921050547507753+0j)
XIYIZIIIYIXXYYZIXIXXZIII (0.00027607496482603944+0j)
XIXZZIIIYIXYYYZIXIXXZIII (-0.00027607496482603944+0j)
XIYIZIIIYIXXYXZIXIXYZIII (-0.00027607496482603944+0j)
XIXZZIIIYIXYYXZIXIXYZIII (0.00027607496482603944+0j)
IIIIIIIIIIZZXYZIYIXXZIII (-0.013904391755473767+0j)
IIIIIIIIIIZZXXZIYIXYZIII (0.013904391755473767+0j)
XIIIXIXYYIXZYYZIXIXXZIII (-0.0035962017170078388+0j)
XIIIXIXXYIYIYYZIXIXXZIII (0.0035962017170078388+0j)
XIIIXIXYYIXZYXZIXIXYZIII (0.0035962017170078388+0j)
XIIIXIXXYIYIYXZIXIXYZIII (-0.0035962017170078388+0j)
XYZIZIIIYIXZYYZIXIXXZIII (0.006838610757082406+0j)
XXZIZIIIYIYIYYZIXIXXZIII (-0.006838610757082406+0j)
XYZIZIIIYIXZYXZIXIXYZIII (-0.006838610757082406+0j)
XXZIZIIIYIYIYXZIXIXYZIII (0.006838610757082406+0j)
IIIIIIIIIZIIXYZIYIXXZIII (-0.01108300758240622+0j)
IIIIIIIIIZIIXXZIYIXYZIII (0.01108300758240622+0j)
XIYIZIIIYXZIYYZIXIXXZIII (-0.011829294166912125+0j)
XIXZZIIIYYZIYYZIXIXXZIII (0.011829294166912125+0j)
XIYIZIIIYXZIYXZIXIXYZIII (0.011829294166912125+0j)
XIXZZIIIYYZIYXZIXIXYZIII (-0.011829294166912125+0j)
IIIIIIIIZZZIYYZIXIXXZIII (-0.0068245532719606785+0j)
IIIIIIIIZZZIYXZIXIXYZIII (0.0068245532719606785+0j)
XIXYZIIIYZZIYYZIXIXXZIII (0.00942053549282615+0j)
XIXXZIIIXIIIXYZIYIXXZIII (0.00942053549282615+0j)
XIXYZIIIYZZIYXZIXIXYZIII (-0.00942053549282615+0j)
XIXXZIIIXIIIXXZIYIXYZIII (-0.00942053549282615+0j)
IIIIIIIZIIIIXYZIYIXXZIII (-0.014710928739744087+0j)
IIIIIIIZIIIIXXZIYIXYZIII (0.014710928739744087+0j)
IYZIYIXXIIIIXYZIYIXXZIII (0.011373226387293085+0j)
IXZIYIXYIIIIXYZIYIXXZIII (-0.011373226387293085+0j)
IYZIYIXXIIIIXXZIYIXYZIII (-0.011373226387293085+0j)
IXZIYIXYIIIIXXZIYIXYZIII (0.011373226387293085+0j)
IIIIIIZZIIIIXYZIYIXXZIII (-0.004498114772871945+0j)
IIIIIIZZIIIIXXZIYIXYZIII (0.004498114772871945+0j)
ZIIIXIXZIIIIXYZIYIXXZIII (-0.010219508244161318+0j)
IZZIYIYIIIIIXYZIYIXXZIII (-0.010219508244161318+0j)
ZIIIXIXZIIIIXXZIYIXYZIII (0.010219508244161318+0j)
IZZIYIYIIIIIXXZIYIXYZIII (0.010219508244161318+0j)
IIIIIZIIIIIIXYZIYIXXZIII (-0.015861191369212407+0j)
IIIIIZIIIIIIXXZIYIXYZIII (0.015861191369212407+0j)
IIIIZZZIIIIIXYZIYIXXZIII (-0.017631904005719845+0j)
IIIIZZZIIIIIXXZIYIXYZIII (0.017631904005719845+0j)
IIIZIIIIIIIIXYZIYIXXZIII (-0.005391022093755505+0j)
IIIZIIIIIIIIXXZIYIXYZIII (0.005391022093755505+0j)
IIZZIIIIIIIIXYZIYIXXZIII (-0.006773090620130146+0j)
IIZZIIIIIIIIXXZIYIXYZIII (0.006773090620130146+0j)
IZIIIIIIIIIIXYZIYIXXZIII (-0.008947413850400798+0j)
IZIIIIIIIIIIXXZIYIXYZIII (0.008947413850400798+0j)
ZZZIZIIIIIIIXYZIYIXXZIII (-0.009469756349826011+0j)
ZZZIZIIIIIIIXXZIYIXYZIII (0.009469756349826011+0j)
IIIIIIIIZIXXXIIIXIXXZIII (-0.0002653660537614931+0j)
IIIIIIIIIZYYYIIIYIXXZIII (0.0002653660537614931+0j)
IIIIIIIIZIXXYZZIXIXYZIII (-0.0002653660537614931+0j)
IIIIIIIIIZYYXZZIYIXYZIII (-0.0002653660537614931+0j)
XIXYZIIIYIXXXIIIXIXXZIII (0.0004005426066832318+0j)
XIXXZIIIYIXYXIIIXIXXZIII (-0.0004005426066832318+0j)
XIXYZIIIYIXXYZZIXIXYZIII (0.0004005426066832318+0j)
XIXXZIIIYIXYYZZIXIXYZIII (-0.0004005426066832318+0j)
XIIIXIYIYIXZXIIIXIXXZIII (0.004213531124108849+0j)
XIIIXIXZYIYIXIIIXIXXZIII (-0.004213531124108849+0j)
XIIIXIYIYIXZYZZIXIXYZIII (0.004213531124108849+0j)
XIIIXIXZYIYIYZZIXIXYZIII (-0.004213531124108849+0j)
YIIIIIIIYIXZXIIIXIXXZIII (-0.0002570989124986806+0j)
XZZIZIIIYIYIXIIIXIXXZIII (0.0002570989124986806+0j)
YIIIIIIIYIXZYZZIXIXYZIII (-0.0002570989124986806+0j)
XZZIZIIIYIYIYZZIXIXYZIII (0.0002570989124986806+0j)
IIIIIIIIZXZIXIIIXIXXZIII (-0.0048985233339296904+0j)
IIIIIIIIIXIIYIIIYIXXZIII (-0.0048985233339296904+0j)
IIIIIIIIZXZIYZZIXIXYZIII (-0.0048985233339296904+0j)
IIIIIIIIIXIIXZZIYIXYZIII (0.0048985233339296904+0j)
XIXYZIIIYXZIXIIIXIXXZIII (-0.004036905261508014+0j)
XIXXZIIIYYZIXIIIXIXXZIII (0.004036905261508014+0j)
XIXYZIIIYXZIYZZIXIXYZIII (-0.004036905261508014+0j)
XIXXZIIIYYZIYZZIXIXYZIII (0.004036905261508014+0j)
XIYIZIIIYZZIXIIIXIXXZIII (0.0043881933215511515+0j)
XIXZZIIIXIIIYIIIYIXXZIII (-0.0043881933215511515+0j)
XIYIZIIIYZZIYZZIXIXYZIII (0.0043881933215511515+0j)
XIXZZIIIXIIIXZZIYIXYZIII (0.0043881933215511515+0j)
IIIIIIZXIIIIYIIIYIXXZIII (0.0036224425783329124+0j)
IIIIIIIXIIIIYIIIYIXXZIII (-0.0036224425783329124+0j)
IIIIIIZXIIIIXZZIYIXYZIII (-0.0036224425783329124+0j)
IIIIIIIXIIIIXZZIYIXYZIII (0.0036224425783329124+0j)
ZIIIXIXXIIIIYIIIYIXXZIII (-0.0047373488441280675+0j)
IZZIYIXYIIIIYIIIYIXXZIII (-0.0047373488441280675+0j)
ZIIIXIXXIIIIXZZIYIXYZIII (0.0047373488441280675+0j)
IZZIYIXYIIIIXZZIYIXYZIII (0.0047373488441280675+0j)
IYZIYIXZIIIIYIIIYIXXZIII (0.005938949445403443+0j)
IXZIYIYIIIIIYIIIYIXXZIII (-0.005938949445403443+0j)
IYZIYIXZIIIIXZZIYIXYZIII (-0.005938949445403443+0j)
IXZIYIYIIIIIXZZIYIXYZIII (0.005938949445403443+0j)
IIZXIIIIIIIIYIIIYIXXZIII (-0.007086744205327533+0j)
IIIXIIIIIIIIYIIIYIXXZIII (0.007086744205327533+0j)
IIZXIIIIIIIIXZZIYIXYZIII (0.007086744205327533+0j)
IIIXIIIIIIIIXZZIYIXYZIII (-0.007086744205327533+0j)
ZXZIZIIIIIIIYIIIYIXXZIII (0.005117919074241349+0j)
IXIIIIIIIIIIYIIIYIXXZIII (-0.005117919074241349+0j)
ZXZIZIIIIIIIXZZIYIXYZIII (-0.005117919074241349+0j)
IXIIIIIIIIIIXZZIYIXYZIII (0.005117919074241349+0j)
IIIIIIIIIIIIIIIIIZZZIIII (0.09139566530204313+0j)
IIIIIIIIIIIIIIIIZZIZZIII (0.09300335209120829+0j)
IIIIIIIIIIIIIIIZIIZZIIII (0.08196992383591035+0j)
IIIIIIIIIIIIIIZZIIZZIIII (0.08143473359846981+0j)
IIIIIIIIIIIIIZIIIIZZIIII (0.08301700705368081+0j)
IIIIIIIIIIIIZZZIIIZZIIII (0.08261171077946625+0j)
IIIIIIIIIIIZIIIIIIZZIIII (0.11154185234244188+0j)
IIIIIIIIIYYXIIIIIIZZIIII (0.0003295949692143436+0j)
IIIIIIIIIXYYIIIIIIZZIIII (-0.0003295949692143436+0j)
XIYIZIIIYIXXZIIIZIZZIIII (-0.0004203124787374941+0j)
XIXZZIIIYIXYZIIIZIZZIIII (0.0004203124787374941+0j)
IIIIIIIIIIZZIIIIIIZZIIII (0.09721176613597118+0j)
XIIIXIXYYIXZZIIIZIZZIIII (0.002190134833222493+0j)
XIIIXIXXYIYIZIIIZIZZIIII (-0.002190134833222493+0j)
XYZIZIIIYIXZZIIIZIZZIIII (-0.002751383644627282+0j)
XXZIZIIIYIYIZIIIZIZZIIII (0.002751383644627282+0j)
IIIIIIIIIZIIIIIIIIZZIIII (0.09531687734142572+0j)
XIYIZIIIYXZIZIIIZIZZIIII (0.00502720387738517+0j)
XIXZZIIIYYZIZIIIZIZZIIII (-0.00502720387738517+0j)
IIIIIIIIZZZIZIIIZIZZIIII (0.09743920431110663+0j)
XIXYZIIIYZZIZIIIZIZZIIII (-0.006785860788246597+0j)
XIXXZIIIXIIIIIIIIIZZIIII (-0.006785860788246597+0j)
IIIIIIIZIIIIIIIIIIZZIIII (0.096434573419957+0j)
IYZIYIXXIIIIIIIIIIZZIIII (-0.004498114772871945+0j)
IXZIYIXYIIIIIIIIIIZZIIII (0.004498114772871945+0j)
IIIIIIZZIIIIIIIIIIZZIIII (0.09721086316619063+0j)
ZIIIXIXZIIIIIIIIIIZZIIII (0.008392099275162468+0j)
IZZIYIYIIIIIIIIIIIZZIIII (0.008392099275162468+0j)
IIIIIZIIIIIIIIIIIIZZIIII (0.09352735232231525+0j)
IIIIZZZIIIIIIIIIIIZZIIII (0.09578410765401824+0j)
IIIZIIIIIIIIIIIIIIZZIIII (0.09569270999274244+0j)
IIZZIIIIIIIIIIIIIIZZIIII (0.09358858266926683+0j)
IZIIIIIIIIIIIIIIIIZZIIII (0.09357948118658863+0j)
ZZZIZIIIIIIIIIIIIIZZIIII (0.09985781491777798+0j)
IIIIIIIIIIIIYIIIYZXZZIII (-0.021318404058312257+0j)
IIIIIIIIIIIIXZZIYZYIZIII (0.021318404058312257+0j)
IIIIIIIIIIIIXIXYYXXZZIII (0.0015520604528892015+0j)
IIIIIIIIIIIIXIXXXYYZIIII (-0.00037197696410515215+0j)
IIIIIIIIIIIIXIXYXXYZIIII (-0.0011800834887840499+0j)
IIIIIIIIIIIIXIXXYXYIZIII (-0.0011800834887840499+0j)
IIIIIIIIIIIIXIXYYYYIZIII (0.00037197696410515215+0j)
IIIIIIIIIIIIXIXXXXXIIIII (-0.0015520604528892015+0j)
XIIIYIIIYZZIZIIIZYYZIIII (0.002477157873003863+0j)
XIIIXZZIXIIIIIIIIYYZIIII (0.002477157873003863+0j)
XIIIYIIIYZZIZIIIZXXIIIII (0.002477157873003863+0j)
XIIIXZZIXIIIIIIIIXXIIIII (0.002477157873003863+0j)
IIIIIYYZIIIIIIIIIYYZIIII (0.0021316870202721214+0j)
IIIIIXXIIIIIIIIIIYYZIIII (0.0021316870202721214+0j)
IIIIIYYZIIIIIIIIIXXIIIII (0.0021316870202721214+0j)
IIIIIXXIIIIIIIIIIXXIIIII (0.0021316870202721214+0j)
ZIIIXXZIIIIIIIIIIYYZIIII (-0.0021812645120882356+0j)
IZZIYYZIIIIIIIIIIYYZIIII (-0.0021812645120882356+0j)
ZIIIXXZIIIIIIIIIIXXIIIII (-0.0021812645120882356+0j)
IZZIYYZIIIIIIIIIIXXIIIII (-0.0021812645120882356+0j)
IIXYYZZIIIIIIIIIIYYZIIII (0.0016901316203353726+0j)
IIXXXIIIIIIIIIIIIYYZIIII (0.0016901316203353726+0j)
IIXYYZZIIIIIIIIIIXXIIIII (0.0016901316203353726+0j)
IIXXXIIIIIIIIIIIIXXIIIII (0.0016901316203353726+0j)
IIIIIIIIIIIIYIIIXZYZIIII (-0.021284896793153773+0j)
IIIIIIIIIIIIXZZIXZXIIIII (-0.021284896793153773+0j)
XIIIXYZIYZZIZIIIIIXZZIII (-0.0028947831183181896+0j)
XIIIXXZIXIIIIIIIZIXZZIII (-0.0028947831183181896+0j)
XIIIXYZIYZZIZIIIZZXIIIII (0.0028947831183181896+0j)
XIIIXXZIXIIIIIIIIZXIIIII (0.0028947831183181896+0j)
IIIIZIXZIIIIIIIIZIXZZIII (0.002780755562809954+0j)
IIIIIZXIIIIIIIIIZIXZZIII (-0.002780755562809954+0j)
IIIIZIXZIIIIIIIIIZXIIIII (-0.002780755562809954+0j)
IIIIIZXIIIIIIIIIIZXIIIII (0.002780755562809954+0j)
IIXYYXZIIIIIIIIIZIXZZIII (-0.002062108584440524+0j)
IIXXYYZIIIIIIIIIZIXZZIII (0.002062108584440524+0j)
IIXYYXZIIIIIIIIIIZXIIIII (0.002062108584440524+0j)
IIXXYYZIIIIIIIIIIZXIIIII (-0.002062108584440524+0j)
ZIIIXZZIIIIIIIIIZIXZZIII (0.0027819636831892852+0j)
IZZIXIIIIIIIIIIIZIXZZIII (-0.0027819636831892852+0j)
ZIIIXZZIIIIIIIIIIZXIIIII (-0.0027819636831892852+0j)
IZZIXIIIIIIIIIIIIZXIIIII (0.0027819636831892852+0j)
IIIIIIIIIIIIYIIZYIXZZIII (-0.01648241139812502+0j)
IIIIIIIIIIIIXZZZYIYIZIII (0.01648241139812502+0j)
IIIIIIIIIIIIXYZXYIXZZIII (0.0002336459265527193+0j)
IIIIIIIIIIIIXXIYYIXZZIII (-0.0010468380177090994+0j)
IIIIIIIIIIIIXYIXYIXZZIII (0.0008131920911563801+0j)
IIIIIIIIIIIIXXZXYIYIZIII (0.0008131920911563801+0j)
IIIIIIIIIIIIXYZYYIYIZIII (0.0010468380177090994+0j)
IIIIIIIIIIIIXXIXYIYIZIII (0.0002336459265527193+0j)
IIIIIIIIIIZXXIXYYIXZZIII (0.0005729143687747806+0j)
IIIIIIIIIIIXXIXYYIXZZIII (-0.0005729143687747806+0j)
IIIIIIIIIIZXXIXXYIYIZIII (-0.0005729143687747806+0j)
IIIIIIIIIIIXXIXXYIYIZIII (0.0005729143687747806+0j)
XIIIXIXYYIXXYIXYXIXZZIII (-0.0002752414386373568+0j)
XIIIXIXXYIXYYIXYXIXZZIII (0.0002752414386373568+0j)
XIIIXIXYYIXXYIXXXIYIZIII (0.0002752414386373568+0j)
XIIIXIXXYIXYYIXXXIYIZIII (-0.0002752414386373568+0j)
XYZIZIIIYIXXYIXYXIXZZIII (-0.0006659050773453697+0j)
XXZIZIIIYIXYYIXYXIXZZIII (0.0006659050773453697+0j)
XYZIZIIIYIXXYIXXXIYIZIII (0.0006659050773453697+0j)
XXZIZIIIYIXYYIXXXIYIZIII (-0.0006659050773453697+0j)
IIIIIIIIIYYZXIXYYIXZZIII (-0.003128020168215426+0j)
IIIIIIIIIXXIXIXYYIXZZIII (-0.003128020168215426+0j)
IIIIIIIIIYYZXIXXYIYIZIII (0.003128020168215426+0j)
IIIIIIIIIXXIXIXXYIYIZIII (0.003128020168215426+0j)
XIYIZIIIYIXZYIXYXIXZZIII (-0.007299831789335547+0j)
XIXZZIIIYIYIYIXYXIXZZIII (0.007299831789335547+0j)
XIYIZIIIYIXZYIXXXIYIZIII (0.007299831789335547+0j)
XIXZZIIIYIYIYIXXXIYIZIII (-0.007299831789335547+0j)
XIIIXIXYYXZIYIXYXIXZZIII (-0.007914515751483754+0j)
XIIIXIXXYYZIYIXYXIXZZIII (0.007914515751483754+0j)
XIIIXIXYYXZIYIXXXIYIZIII (0.007914515751483754+0j)
XIIIXIXXYYZIYIXXXIYIZIII (-0.007914515751483754+0j)
XYZIZIIIYXZIYIXYXIXZZIII (0.008678999957892288+0j)
XXZIZIIIYYZIYIXYXIXZZIII (-0.008678999957892288+0j)
XYZIZIIIYXZIYIXXXIYIZIII (-0.008678999957892288+0j)
XXZIZIIIYYZIYIXXXIYIZIII (0.008678999957892288+0j)
XIIIXIYIYZZIYIXYXIXZZIII (-0.007406034688418899+0j)
XIIIXIXZXIIIXIXYYIXZZIII (-0.007406034688418899+0j)
XIIIXIYIYZZIYIXXXIYIZIII (0.007406034688418899+0j)
XIIIXIXZXIIIXIXXYIYIZIII (0.007406034688418899+0j)
YIIIIIIIYZZIYIXYXIXZZIII (0.011465400816875788+0j)
XZZIZIIIXIIIXIXYYIXZZIII (0.011465400816875788+0j)
YIIIIIIIYZZIYIXXXIYIZIII (-0.011465400816875788+0j)
XZZIZIIIXIIIXIXXYIYIZIII (-0.011465400816875788+0j)
IIYIYIXXIIIIXIXYYIXZZIII (-0.00654645780197599+0j)
IIXZYIXYIIIIXIXYYIXZZIII (0.00654645780197599+0j)
IIYIYIXXIIIIXIXXYIYIZIII (0.00654645780197599+0j)
IIXZYIXYIIIIXIXXYIYIZIII (-0.00654645780197599+0j)
IIXYYIXZIIIIXIXYYIXZZIII (0.013722786156832093+0j)
IIXXYIYIIIIIXIXYYIXZZIII (-0.013722786156832093+0j)
IIXYYIXZIIIIXIXXYIYIZIII (-0.013722786156832093+0j)
IIXXYIYIIIIIXIXXYIYIZIII (0.013722786156832093+0j)
IIIIZXZIIIIIXIXYYIXZZIII (-0.003242192073224574+0j)
IIIIIXIIIIIIXIXYYIXZZIII (0.003242192073224574+0j)
IIIIZXZIIIIIXIXXYIYIZIII (0.003242192073224574+0j)
IIIIIXIIIIIIXIXXYIYIZIII (-0.003242192073224574+0j)
ZIXXZIIIIIIIXIXYYIXZZIII (0.004861734260092032+0j)
IZYYIIIIIIIIXIXYYIXZZIII (0.004861734260092032+0j)
ZIXXZIIIIIIIXIXXYIYIZIII (-0.004861734260092032+0j)
IZYYIIIIIIIIXIXXYIYIZIII (-0.004861734260092032+0j)
IYYZIIIIIIIIXIXYYIXZZIII (0.010350550989201693+0j)
IXXIIIIIIIIIXIXYYIXZZIII (0.010350550989201693+0j)
IYYZIIIIIIIIXIXXYIYIZIII (-0.010350550989201693+0j)
IXXIIIIIIIIIXIXXYIYIZIII (-0.010350550989201693+0j)
IIIIIIIIIIIIYIZZYIXZZIII (-0.0173117845837304+0j)
IIIIIIIIIIIIXZIZYIYIZIII (0.0173117845837304+0j)
XIIIXIYIYIXXYIYIXIXZZIII (-0.0003992773712754374+0j)
XIIIXIXZYIXYYIYIXIXZZIII (0.0003992773712754374+0j)
XIIIXIYIYIXXYIXZXIYIZIII (0.0003992773712754374+0j)
XIIIXIXZYIXYYIXZXIYIZIII (-0.0003992773712754374+0j)
YIIIIIIIYIXXYIYIXIXZZIII (-0.0007502361165593234+0j)
XZZIZIIIYIXYYIYIXIXZZIII (0.0007502361165593234+0j)
YIIIIIIIYIXXYIXZXIYIZIII (0.0007502361165593234+0j)
XZZIZIIIYIXYYIXZXIYIZIII (-0.0007502361165593234+0j)
IIIIIIIIZIXZYIYIXIXZZIII (-0.005474982311194191+0j)
IIIIIIIIIZXIXIYIYIXZZIII (0.005474982311194191+0j)
IIIIIIIIZIXZYIXZXIYIZIII (0.005474982311194191+0j)
IIIIIIIIIZXIXIXZYIYIZIII (-0.005474982311194191+0j)
XIXYZIIIYIXZYIYIXIXZZIII (-0.005314241217798865+0j)
XIXXZIIIYIYIYIYIXIXZZIII (0.005314241217798865+0j)
XIXYZIIIYIXZYIXZXIYIZIII (0.005314241217798865+0j)
XIXXZIIIYIYIYIXZXIYIZIII (-0.005314241217798865+0j)
XIIIXIYIYXZIYIYIXIXZZIII (0.010140754081731542+0j)
XIIIXIXZYYZIYIYIXIXZZIII (-0.010140754081731542+0j)
XIIIXIYIYXZIYIXZXIYIZIII (-0.010140754081731542+0j)
XIIIXIXZYYZIYIXZXIYIZIII (0.010140754081731542+0j)
YIIIIIIIYXZIYIYIXIXZZIII (-0.007505740864403131+0j)
XZZIZIIIYYZIYIYIXIXZZIII (0.007505740864403131+0j)
YIIIIIIIYXZIYIXZXIYIZIII (0.007505740864403131+0j)
XZZIZIIIYYZIYIXZXIYIZIII (-0.007505740864403131+0j)
XIIIXIXYYZZIYIYIXIXZZIII (0.007256988659219489+0j)
XIIIXIXXXIIIXIYIYIXZZIII (0.007256988659219489+0j)
XIIIXIXYYZZIYIXZXIYIZIII (-0.007256988659219489+0j)
XIIIXIXXXIIIXIXZYIYIZIII (-0.007256988659219489+0j)
XYZIZIIIYZZIYIYIXIXZZIII (-0.009994044722676928+0j)
XXZIZIIIXIIIXIYIYIXZZIII (-0.009994044722676928+0j)
XYZIZIIIYZZIYIXZXIYIZIII (0.009994044722676928+0j)
XXZIZIIIXIIIXIXZYIYIZIII (0.009994044722676928+0j)
IIXYYIXXIIIIXIYIYIXZZIII (-0.007578776464776489+0j)
IIXXYIXYIIIIXIYIYIXZZIII (0.007578776464776489+0j)
IIXYYIXXIIIIXIXZYIYIZIII (0.007578776464776489+0j)
IIXXYIXYIIIIXIXZYIYIZIII (-0.007578776464776489+0j)
IIYIYIXZIIIIXIYIYIXZZIII (0.012153849070797012+0j)
IIXZYIYIIIIIXIYIYIXZZIII (-0.012153849070797012+0j)
IIYIYIXZIIIIXIXZYIYIZIII (-0.012153849070797012+0j)
IIXZYIYIIIIIXIXZYIYIZIII (0.012153849070797012+0j)
IYYXIIIIIIIIXIYIYIXZZIII (0.011397389006910792+0j)
IXYYIIIIIIIIXIYIYIXZZIII (-0.011397389006910792+0j)
IYYXIIIIIIIIXIXZYIYIZIII (-0.011397389006910792+0j)
IXYYIIIIIIIIXIXZYIYIZIII (0.011397389006910792+0j)
ZIXZZIIIIIIIXIYIYIXZZIII (0.009860645547954662+0j)
IZXIIIIIIIIIXIYIYIXZZIII (-0.009860645547954662+0j)
ZIXZZIIIIIIIXIXZYIYIZIII (-0.009860645547954662+0j)
IZXIIIIIIIIIXIXZYIYIZIII (0.009860645547954662+0j)
IIIIIIIIIIIIYZIIYIXZZIII (-0.015594519179729812+0j)
IIIIIIIIIIIIXIZIYIYIZIII (0.015594519179729812+0j)
IIIIIIIIZIXXYYZIXIXZZIII (-0.00027137883098731137+0j)
IIIIIIIIIZYYXYZIYIXZZIII (-0.00027137883098731137+0j)
IIIIIIIIZIXXYXZIXIYIZIII (0.00027137883098731137+0j)
IIIIIIIIIZYYXXZIYIYIZIII (0.00027137883098731137+0j)
XIXYZIIIYIXXYYZIXIXZZIII (0.00034724299225189045+0j)
XIXXZIIIYIXYYYZIXIXZZIII (-0.00034724299225189045+0j)
XIXYZIIIYIXXYXZIXIYIZIII (-0.00034724299225189045+0j)
XIXXZIIIYIXYYXZIXIYIZIII (0.00034724299225189045+0j)
XIIIXIYIYIXZYYZIXIXZZIII (-0.005527743821371118+0j)
XIIIXIXZYIYIYYZIXIXZZIII (0.005527743821371118+0j)
XIIIXIYIYIXZYXZIXIYIZIII (0.005527743821371118+0j)
XIIIXIXZYIYIYXZIXIYIZIII (-0.005527743821371118+0j)
YIIIIIIIYIXZYYZIXIXZZIII (0.0035775152011284514+0j)
XZZIZIIIYIYIYYZIXIXZZIII (-0.0035775152011284514+0j)
YIIIIIIIYIXZYXZIXIYIZIII (-0.0035775152011284514+0j)
XZZIZIIIYIYIYXZIXIYIZIII (0.0035775152011284514+0j)
IIIIIIIIZXZIYYZIXIXZZIII (0.007583431695110111+0j)
IIIIIIIIIXIIXYZIYIXZZIII (-0.007583431695110111+0j)
IIIIIIIIZXZIYXZIXIYIZIII (-0.007583431695110111+0j)
IIIIIIIIIXIIXXZIYIYIZIII (0.007583431695110111+0j)
XIXYZIIIYXZIYYZIXIXZZIII (0.007895368094324335+0j)
XIXXZIIIYYZIYYZIXIXZZIII (-0.007895368094324335+0j)
XIXYZIIIYXZIYXZIXIYIZIII (-0.007895368094324335+0j)
XIXXZIIIYYZIYXZIXIYIZIII (0.007895368094324335+0j)
XIYIZIIIYZZIYYZIXIXZZIII (-0.008949199972175371+0j)
XIXZZIIIXIIIXYZIYIXZZIII (-0.008949199972175371+0j)
XIYIZIIIYZZIYXZIXIYIZIII (0.008949199972175371+0j)
XIXZZIIIXIIIXXZIYIYIZIII (0.008949199972175371+0j)
IIIIIIZXIIIIXYZIYIXZZIII (0.0072896790209673315+0j)
IIIIIIIXIIIIXYZIYIXZZIII (-0.0072896790209673315+0j)
IIIIIIZXIIIIXXZIYIYIZIII (-0.0072896790209673315+0j)
IIIIIIIXIIIIXXZIYIYIZIII (0.0072896790209673315+0j)
ZIIIXIXXIIIIXYZIYIXZZIII (-0.005938949445403443+0j)
IZZIYIXYIIIIXYZIYIXZZIII (-0.005938949445403443+0j)
ZIIIXIXXIIIIXXZIYIYIZIII (0.005938949445403443+0j)
IZZIYIXYIIIIXXZIYIYIZIII (0.005938949445403443+0j)
IYZIYIXZIIIIXYZIYIXZZIII (0.010562474132907805+0j)
IXZIYIYIIIIIXYZIYIXZZIII (-0.010562474132907805+0j)
IYZIYIXZIIIIXXZIYIYIZIII (-0.010562474132907805+0j)
IXZIYIYIIIIIXXZIYIYIZIII (0.010562474132907805+0j)
IIZXIIIIIIIIXYZIYIXZZIII (-0.01058419691575441+0j)
IIIXIIIIIIIIXYZIYIXZZIII (0.01058419691575441+0j)
IIZXIIIIIIIIXXZIYIYIZIII (0.01058419691575441+0j)
IIIXIIIIIIIIXXZIYIYIZIII (-0.01058419691575441+0j)
ZXZIZIIIIIIIXYZIYIXZZIII (0.00856480886988155+0j)
IXIIIIIIIIIIXYZIYIXZZIII (-0.00856480886988155+0j)
ZXZIZIIIIIIIXXZIYIYIZIII (-0.00856480886988155+0j)
IXIIIIIIIIIIXXZIYIYIZIII (0.00856480886988155+0j)
IIIIIIIIIIIZYIIIYIXZZIII (-0.042773545658131476+0j)
IIIIIIIIIIIZXZZIYIYIZIII (0.042773545658131476+0j)
IIIIIIIIIYYXYIIIYIXZZIII (-0.000900923094030416+0j)
IIIIIIIIIXYYYIIIYIXZZIII (0.000900923094030416+0j)
IIIIIIIIIYYXXZZIYIYIZIII (0.000900923094030416+0j)
IIIIIIIIIXYYXZZIYIYIZIII (-0.000900923094030416+0j)
XIYIZIIIYIXXXIIIXIXZZIII (-0.0009134858042575734+0j)
XIXZZIIIYIXYXIIIXIXZZIII (0.0009134858042575734+0j)
XIYIZIIIYIXXYZZIXIYIZIII (-0.0009134858042575734+0j)
XIXZZIIIYIXYYZZIXIYIZIII (0.0009134858042575734+0j)
IIIIIIIIIIZZYIIIYIXZZIII (-0.023084854342387266+0j)
IIIIIIIIIIZZXZZIYIYIZIII (0.023084854342387266+0j)
XIIIXIXYYIXZXIIIXIXZZIII (0.010283224942717025+0j)
XIIIXIXXYIYIXIIIXIXZZIII (-0.010283224942717025+0j)
XIIIXIXYYIXZYZZIXIYIZIII (0.010283224942717025+0j)
XIIIXIXXYIYIYZZIXIYIZIII (-0.010283224942717025+0j)
XYZIZIIIYIXZXIIIXIXZZIII (-0.006837749974217439+0j)
XXZIZIIIYIYIXIIIXIXZZIII (0.006837749974217439+0j)
XYZIZIIIYIXZYZZIXIYIZIII (-0.006837749974217439+0j)
XXZIZIIIYIYIYZZIXIYIZIII (0.006837749974217439+0j)
IIIIIIIIIZIIYIIIYIXZZIII (-0.010587574022799761+0j)
IIIIIIIIIZIIXZZIYIYIZIII (0.010587574022799761+0j)
XIYIZIIIYXZIXIIIXIXZZIII (0.01318803055448063+0j)
XIXZZIIIYYZIXIIIXIXZZIII (-0.01318803055448063+0j)
XIYIZIIIYXZIYZZIXIYIZIII (0.01318803055448063+0j)
XIXZZIIIYYZIYZZIXIYIZIII (-0.01318803055448063+0j)
IIIIIIIIZZZIXIIIXIXZZIII (0.01340128027059278+0j)
IIIIIIIIZZZIYZZIXIYIZIII (0.01340128027059278+0j)
XIXYZIIIYZZIXIIIXIXZZIII (-0.01682493037551241+0j)
